comment,cleaned_comment,predicted_sentiment
all in orang waras prabowo gibran jawa timur,all orang waras prabowo gibran jawa timur,negative
"""pasti gak bisa jawab"" hahahhaa sombong sekali pak 😅😅😅",pasti gak bisa jawab hahahhaa sombong sekali pak,negative
"Mentang mentan jokowi bukan asn / pns , jadi presdn belum pernah menaikan gsjih pns selama 10 th",tan jokowi bukan asn pns jadi presdn belum pernah naik gsjih pns lama,negative
Semangat mas Gibran,mas,negative
"Amin lupa pernh motong tumpeng ya 😂 malu ampun dah dukung tpi pke suara lg.

😢kliatan kan yg ga bsa kerja yg mana😅 yg tong kosong tau kan 😢 miris kalah sama anak bocah 😂",lupa pernh motong tumpeng malu ampun dah dukung tpi pke suara kliatan kan bsa kerja mana tong kosong tau kan miris kalah sama anak bocah,negative
"yaelah muhaimin ga ambisi katanya wkwk, dia pindah ke anies kan karna ga dijadiin wakil ama prabowo haha, 01.capres dan cawapresnya ga sesuai omongan
02.capresnya keliatan otoriter tpi aslinya gaada yg tau sifat asli manusia dan cawapresnya cerdas tpi bisa apa klo misal capresnya otoriter.
03.capresnya seorang yg jujur dan amanah dilengkapi cawapresnya yg tegas akan korupsi dan seorang yg adil

FIX ALL IN GANJAR MAHFUD",yaelah muhaimin ambisi kata wkwk dia pindah anies kan karna dijadiin wakil ama prabowo haha capres dan cawapresnya sesuai omong capresnya liat otoriter tpi asli gaada tau sifat asli manusia dan cawapresnya cerdas tpi bisa apa klo misal capresnya otoriter capresnya orang jujur dan amanah lengkap cawapresnya tegas akan korupsi dan orang adil fix all ganjar mahfud,negative
30 persen Nasrani milih golput,persen milih golput,negative
"Sebetulnya negara ini tak butuh wapres, karena wapres bisa dijabat oleh Mendagri.",negara ini tak butuh wapres karena wapres bisa jabat oleh,negative
Salfok sama kantung mata mas gibran.. sehatsehat semuanya ❤,sama kantung mata mas gibran sehatsehat semua,negative
"Ahirnya malu yg meremehkan dan merendahkan gibran, teryata gibran josss",malu remeh dan rendah gibran teryata gibran josss,negative
gibran ngmng persis jokowi saat debat.. apa yakin gak ngibul 😂😂... buah jatuh tak jauh dari pohonnya..,gibran ngmng persis jokowi saat debat apa yakin gak ngibul buah jatuh tak jauh dari pohon,negative
"Pak Jokowi,pak Prabowo bahkan pa Gibran itu orang pengusaha semua.mereka faham cara meningkatkan perekonomian, klo calon yg nginep di pemerintahan doang asal terima gaji beres, sedikit sulit mereka memahami fakta perekonomian Indonesia.",pak bahkan itu orang usaha semuamereka faham cara tingkat ekonomi klo calon nginep perintah doang asal terima gaji beres sedikit sulit mereka paham fakta ekonomi,negative
Seharus nya seharus nya seharus nya. Ya begitu lah klo ora cuma bisa omong tpi ndak tau lapangan,nya harus nya harus nya begitu lah klo ora cuma bisa omong tpi ndak tau lapang,negative
"Mas GIBRAN tokoh muda yang terbaik.  Setelah  mendengar juga melihat debat malam ini.  Bagaimana komentar B.E M.   MAHASISWA YANG MENANTANG. DEBAT. MAS GIBRAN.   TEMPO HARI ITU.   Bagi kami.  mas GIBRAN   diam bukan tak mampu tapi BUKTINYA. BISA DAN MAMPU UNTUK BERDEBAT  BUKAN....
  BANYAK BEKERJA ITULAH TUJUAN PASLON NO 2 .",gibran tokoh muda yang baik dengar juga lihat debat malam ini komentar mahasiswa yang tantang debat mas gibran tempo hari itu kami mas gibran diam bukan tak mampu tapi bukti bisa dan mampu untuk debat bukan banyak kerja itu tuju paslon,negative
"Capres sama wapres no.1 ngomongnya bebelit belit gak langsung ke inti, mau milih no.1 cuman takut visi misinya terbawa angin",sama wapres ngomongnya bebelit belit gak langsung inti mau milih cuman takut visi misi bawa angin,negative
"Duhh ngeri jg, mau ditingkatin bansos nya cak imin. Yg ada rakyat semakin malas krna disogok bantuan terus menerus",ngeri mau ditingkatin bansos nya cak imin ada rakyat makin malas krna sogok bantu terus terus,negative
Keren mas Gibran,mas,negative
"pilih no.3,kami rakyat biasa,butuh korupsi di musnahkan sehabis habisnya",pilih nokami rakyat biasabutuh korupsi musnah habis habis,negative
.saya.  Ktawa.   Pd akhir waktu.  Debat.   Lha.   Mas.   Gibran.    Jawaban.  Das des.   Sak iprit.   Singkat padat trpercaya.  Berbobot.   Mantab.  Di dengarkan.  Itupun.  Masih.  Sisa. Waktu.     Lhaaa. Ck.  Imin. Nyrocos.  Ngalor. Ngidul.   Ujung2nya.   Ngomong.  Blum. Tuntas. Udah.    Ting.  Tung. Ting tung. Waktunya    😃😃😃         yg jelas.   Ms gibran.    Panggah.  Oke.      Dn. Pk.  Mhfud.    The bhest   👍🏻👍🏻👍🏻👍🏻💪🏻💪🏻💪🏻💪🏻,saya akhir waktu des iprit padat trpercaya dengar ujung tung jelas gibran bhest,negative
Berdoa'a pas bilang Aamiin..pada kaku mulutnya ya..😅😅😅,pas bilang pada kaku mulut,negative
Anis presidenku,presiden,negative
Imin Kebanyakan ngomong nyelepEt nih bapak” kacamata,ngomong nyelepet nih bapak kacamata,negative
Ya dulu belum sadar ikut cina,dulu belum sadar ikut cina,negative
"Hasil debat y, Cak Imin skelas SMP,  Raka skelas mahasiswa, Mahfud MD sekelas profesor",debat skelas smp skelas mahasiswa kelas profesor,negative
"Kemarin aku dukung no 3, skrg pindah no 2, wis aku ttp no 2",aku dukung skrg pindah wis aku ttp,negative
pak jkw ke dua mas gibran plek ketiplek mirip pak jkw❤❤❤❤❤❤❤,pak jkw dua mas gibran plek ketiplek mirip pak jkw,negative
Kok iso pleg ngetiplek suarane jokowi toh mas gibran,iso pleg ngetiplek suarane jokowi toh mas gibran,negative
Saya orang gak punya jangan ngomomng bandos dll ssya belum prrnah ada bansos dsncuk,orang gak punya jangan ngomomng bandos dll ssya belum prrnah ada bansos dsncuk,negative
All in akang wowo,akang wowo,negative
Kapalo ang gibran kur tanpa agunan,ang gibran kur tanpa agun,negative
Prabawo gibran semakin terdepan,gibran makin depan,negative
Tuduhan gibran tdk bisa debat terbantahkan,gibran tdk bisa debat bantah,negative
"Gak ke lain hati lagi, Prabowo gibran yess",lain hati lagi gibran yess,negative
Pak gibran mantaappppppppppppp....kesempatan tidak datang 2x bener bgt..,gibran mantaapppppppppppppkesempatan tidak datang bener bgt,negative
Mukanya aja kaku si asam sulfat jelas mengingat apa yg di ajrin harus ngmong apa,aja kaku asam sulfat jelas ingat apa ajrin harus ngmong apa,negative
"Menurutku urutan debat yg paling hebat : Pak Mahfud - Cak Imin - Gibran. Pak Mahfud daging banget, tau teori dan lapangan. Saling singgung one on one elegan banget antara Pak Mahfud dan Cak Imin. Mereka paham sejarah, fakta, dan hukum. Tau teori pemasaran yang bersifat normatif masalahnya SDM titipan yg ga kompeten, dll. 
1. Keadilan, pemerataan, cara logis dari semua aspek
2. Ilirisasi, kemajuan ekonomi, digitalisasi
3. Ekonomi, hukum, berantas korupsi
Btw maap nih yg komen ku baca pada dukung no 2, tapi menurutku Gibran kurang humble. Contoh, banyak nyindir, banyak kasih kalimat sulit. Pak Mahfud cepat tanggap kasih teori umum. Ngakak banget pointnya ""kalau saya tanya sekarang  regulasi antariksa anda juga ga akan bisa jawab"", sedangkan kalo Cak Imin cukup sabar membuang kesempatan jawab dengan bertanya singkatannya apa, padahal sebenarnya aku yakin banget Cak Imin bisa jawab dengan mudah 🤣🤣🤣. Kalo humble bisa saja di dalam pertanyaan di jelaskan istilah itu apa, tidak membuat orang bingung ya. Contoh kayak Pak Mahfud, kasih tau aja langsung, kenaikan ratio pajak dari mana? Dari APBN, APBD atau dari mana. Di tambah kasih teori singkat antara kenaikan pajak dan ratio pajak, yang menurut beliau kl mengukur ratio pajak sekarang sudah naik 80 persenan. Btw gue pendukung AMIN.",urut debat paling hebat daging banget tau teori dan lapang singgung one one elegan banget antara dan paham sejarah fakta dan hukum teori pasar yang sifat normatif masalah sdm titip kompeten dll perata cara logis dari semua aspek maju ekonomi digitalisasi hukum berantas korupsi maap nih komen baca pada dukung tapi turut kurang humble banyak nyindir banyak kasih kalimat sulit cepat tanggap kasih teori umum banget point kalau saya tanya sekarang regulasi antariksa anda juga akan bisa jawab sedang kalo cukup sabar buang sempat jawab dengan tanya singkat apa padahal benar aku yakin banget bisa jawab dengan mudah humble bisa saja dalam tanya jelas istilah itu apa tidak buat orang bingung kayak kasih tau aja langsung naik ratio pajak dari mana apbn apbd atau dari mana tambah kasih teori singkat antara naik pajak dan ratio pajak yang turut beliau ukur ratio pajak sekarang sudah naik persen gue dukung amin,negative
"Apa sy yg salah denger, di awal si sulfat ngomong middle in kampret?",salah denger awal sulfat ngomong middle kampret,negative
Yang awalnya di anggap plonga plongo ternyata dia yang terbaik...   Lanjutkan mas gibran,awal anggap plonga plongo nyata dia yang baik mas gibran,negative
Jawa Timur - PRABOWO & GIBRAN ❤❤Bismillah 2024 Presidenku....,prabowo gibran,negative
All in prabowo gibran,prabowo gibran,negative
"Pnjelasan gibran gampang di pahami seriuss 😭😭 gw dngerin yg bapak"" muterr2 😭",gibran gampang paham seriuss dngerin bapak muterr,negative
"Utamakan penegakan hukum tanpa tebang pilih,keadilan,kemakmuran bangsa /negara Indonesia dan kesejahteraan rakyat.",tega hukum tanpa tebang pilihkeadilankemakmuran bangsa negara dan sejahtera rakyat,negative
Gibran ok banget... 👍👍jgn dilihat dari umurnya.. Tp kwalitas nya .. Mntp pak gibran👍👍👍,banget jgn lihat dari umur kwalitas nya pak gibran,negative
"Mas Gibran luar biasa, bisa mengubah keputusan pilihan saya kepada anda.",luar biasa bisa ubah putus pilih saya kepada anda,negative
Tetap mas Gibran nomer 2 yessss..🥰🥰🥰🥰👍👍👍👍🔝🔝🔝🔝❤️❤️❤️❤️,mas nomer yessss,negative
"Indonesia krisis penegakan HUKUM,korupsi lah yang memiskinkan Rakyat,,,Betul sekali pak Mahfud,,,❤",krisis tega hukumkorupsi lah yang miskin sekali pak,negative
gue bingung sama jawbaan pasangan calon yg muter muter,gue bingung sama jawbaan pasang calon muter muter,negative
Mendukung penuh pak prabowo dan mas gibran,penuh pak prabowo dan mas gibran,negative
"Saya trader, menganalisa sebagai dasar indikator ekonomi tolak ukur Bisness,biasanya data yg di gunakan oleh investor.potensial dan yang sudah ada podasinya yg bisa potensial growth ekonomi untuk ekonomi dimasa depan ada pada yang ""muda""✅.yang old tidak efektif untuk perubahan perubahan ekonomi global😊",trader menganalisa bagai dasar indikator ekonomi tolak ukur biasa data guna oleh investorpotensial dan yang sudah ada podasinya bisa potensial growth ekonomi untuk ekonomi masa depan ada pada yang mudayang old tidak efektif untuk ubah ubah ekonomi global,negative
Tetep Muhaimin aja lah,aja lah,negative
Ribuan hektar 1 org ada yg 1 jengkal pun tida punya,hektar org ada jengkal pun tida punya,negative
Melihat mas gibran kaya melihat bapak jokowi😍,mas gibran kaya lihat bapak jokowi,negative
"gue kira cupu.. ternyata suhu..
Mantap mas Gibran.. nggak banyak ngomong tapi skali ngomong langsung ke inti bumi..",gue kira cupu nyata suhu mas nggak banyak ngomong tapi skali ngomong langsung inti bumi,negative
"Saya suka sama Pak Ganjar dan Pak Mahfud MD, tapi gak suka sama Partainya (IBU MEGAWATI DAN ANTEK2NYA), saya suka sama Pak Anis tapi gak suka sama cak imin, saya suka sama Pak Prabowo tapi tidak suka sama Pak Gibran, tapi setelah debat ini saya jadi suka sama Pak Gibran, lo keren bos... Saya kira Dongo, ternyata cerdassss. Menurut saya Debat malam ini yang paling apik dan Bagus adalah Gibran",suka sama dan tapi gak suka sama ibu megawati dan antek saya suka sama tapi gak suka sama cak imin saya suka sama tapi tidak suka sama tapi telah debat ini saya jadi suka sama keren bos kira nyata cerdassss saya malam ini yang paling apik dan adalah,negative
Gibran nyerang mental tipis2. Gokil. Kaget kan ? 😂,nyerang mental tipis kan,negative
Debat kok pakek contekan,kok pakek contek,negative
Muhaimin mulai ga masuk akal,mulai masuk akal,negative
1:40:40 something ??????????????,something,negative
Tidur saja uimin itu ngk kerja,saja uimin itu ngk kerja,negative
Kereen bgt mas gibraan.. Debat cawapres ternyata lbh seruuu,bgt mas gibraan cawapres nyata lbh seruuu,negative
"gw anti gibran, gk ridho nying",anti gibran ridho nying,negative
"DIluar perkiraan BMKG guys, belimbing sayur ternyata mampu membuat lawannya jadi ayam sayur!! ga ragu lagi gue sekarang milih Prabowo&Gibran.. Gas coblos 02 !!",luar kira bmkg guys belimbing sayur nyata mampu buat lawan jadi ayam sayur ragu lagi gue sekarang milih coblos,negative
Penutup debat cawapres nomor 3 kek baca uang masuk PKK😂,debat cawapres nomor kek baca uang masuk pkk,negative
"Rasa2nya Rakyat RI gk akan memilih Paslon No.2 dikeranakan pasangan ini kompak dengan masaalah, Capresnya udah Pikun dan Wapresnya gk jelas pandangannya, Arogan, jiwa, pikirannya masih keanak2an, Paslon No.2 Terlalu  Melangit mana mungkin kita bisa Memeluk Bulan.. Paslon.No.3 Punya Visi Yang Amat Wajar dan masuk akal Khususnya Pembenterasan Korupsi JIKA Permasaalahan Korupsi Teratasi maka apa juga perencanaan  dalam memberikan kesejahteraan Rakyat RI khususnya yang berpendapatan rendah dan terkategori miskin akan tercapai.",rasa akan pilih rana pasang ini kompak dengan masaalah udah dan jelas pandang jiwa pikir masih ana mana mungkin kita bisa dan masuk akal jika maka apa juga rencana dalam beri sejahtera khusus yang dapat rendah dan kategori miskin akan capai,negative
Dari dulu ga pernah ngikutin debat cawapres. Baru tahun ini tertarik karena mas gibran. Jooss bgt mewakili anak muda,dulu pernah ngikutin debat cawapres tahun ini tarik karena mas gibran bgt wakil anak muda,negative
Qpakai hati pakai otak..klu otaknya kotor juga hatinya kotor...alhasil semua cuma berantakan dr kelebihan bayar dan normalisasi gak jelas DP 0 ..pembohong besar nyatanya,hati pakai otakklu otak kotor juga hati kotoralhasil semua cuma beranta lebih bayar dan normalisasi gak jelas bohong besar nyata,negative
"kami rakyat biasa pilih no.3 sangat tegas mengenai KORUPSI,mau maju indonesia harus kita jujur kalau korupsi lah ajang masalah diindonesia.,jadi tidak ada alasan tidak memilih yang mendukung basmi korupsi ditanah air indonesia.salam dari makassar",kami rakyat biasa pilih sangat tegas kena korupsimau maju indonesia harus kita jujur kalau korupsi lah ajang masalah diindonesiajadi tidak ada alas tidak pilih yang dukung basmi korupsi tanah air indonesiasalam dari makassar,negative
Mantp mas gibran,mas gibran,negative
"Jgn meremehkan orang pendiam, karna bisa jadi yg pendiam adalah orang yg selalu memikirkan yg terbaik untuk bangsa da tanah air, indonesia harus maju !!!!

PRABOWO GIBRAN ❤",remeh orang diam karna bisa jadi diam adalah orang selalu pikir baik untuk bangsa tanah air indonesia harus maju prabowo gibran,negative
lampung all in prabowo gibran😊,lampung all prabowo gibran,negative
Nomor 2 pilihan ku❤,pilih,negative
Mimik gestur mirip skali sama pak jokowi ya,gestur mirip skali sama pak jokowi,negative
"Bahan sembako naik,minyak naik,semua serba naik, pendapat rakyat Indonesia kecil, ini lagi mau naikan pajak, BPJS juga ntar bakalan ikut naik tu,come lah buat perubahan, masyakarat saad ini uda nurutin perintah kalian suruh makan pisang dan ubi dengan kenaik2kan yang kalian buat,nanti kami kalian suruh makan apa lagi?
  Pesan untuk paslon no 2, jangan seenak kalian untuk menaikan semua2nya di negara ini indeks pendapat warganya masih kecil,pikirkan org2 kecil,jangan kalian pikirkan diri kalian yang kaya apapun bisa kalia makan dan beli,miris saya dengan keadaan Indonesia ku saad ini,sedih bercampur khawatir mau sampek kapan kenaikan2 ini,mau jadi negara apa Indonesia ini 5 tahun kedepan, mudah2an sang maha pencipta mendengar doa dan harapan rakyat Indonesia ini untuk lebih baik kedepannya",sembako naikminyak naiksemua serba naik dapat rakyat kecil ini lagi mau naik pajak bpjs juga ntar bakal ikut naik tucome lah buat ubah masyakarat saad ini uda nurutin perintah kalian suruh makan pisang dan ubi dengan naik yang kalian buatnanti kami kalian suruh makan apa lagi untuk paslon jangan enak kalian untuk naik semua negara ini indeks dapat warga masih kecilpikirkan org keciljangan kalian pikir diri kalian yang kaya apa bisa kalia makan dan belimiris saya dengan ada saad inisedih campur khawatir mau sampek kapan naik inimau jadi negara apa ini tahun depan mudah sang maha cipta dengar doa dan harap rakyat ini untuk lebih baik depan,negative
"Setelah lihat orasi cawapres, yang berani bahas korupsi sudah jelas, harusnya itu yg dipilih karena percuma mau bahas angka2 pertumbuhan ekonomi, dan lain2 kalau korupsi masih meraja lela di negeri ini, selama korupsi masih ada, tidak akan ada keadilan di negeri ini",lihat orasi cawapres yang berani bahas korupsi sudah jelas harus itu pilih karena percuma mau bahas angka tumbuh ekonomi dan lain kalau korupsi masih raja lela negeri ini lama korupsi masih ada tidak akan ada adil negeri ini,negative
