cleaned_comment,cluster
suka saya pak prabowo,7
kuk tampil seperti dukun cara pakai nya,7
pragib,7
prabowo,8
kalau betul wakil baju kenapa tidak tau lorjuk kok gak ada kembang baju itu image sesuatu besar bukan dar baju,7
tetap hati meeagukan mas gibran tapi malam itu aku merinding liat kwalitas mas gibran top,7
lapang kerja sendiri engga bisa selalu undang andal investor asing aseng,7
orang kok kenapa salah satu nya jolok pakai pakai daerah,7
kurang baik mknya gak dukungmasa ajak nyemplung ajay gak lah bakso anak,7
tdk nyanyi lagu indonesia dulu sblm buka,7
urut tegas dan pintar urut hanya canda saja,7
acara kurang pro aktif,7
baca alquran dong satu satu,7
gebran hanya mendampling jukui saja,7
mau maju dukung,7
bin heran apa sih yang tuntun lha belum pernah osis belum pernah senat belum pernah bem belum pernah bemsi boroboro sama sekali belum pernah patut tanya resmi dari kpu amplop boleh segel isi sudah bocor dan bocor era makin generasi lebih jangan sekalikali minum asam sulfat dan makan blimbing sayur amin menang dengan oleh suara menang mutlak amin,7
barus ngotot karena sgie nama debat jangan salah tanya kalau jawab bocor itu bukan depat pak barus gibran maju terus skak saja lawan,7
kalau bisa pilih jadi trio saja gibranmahfud,7
jangan pakai pakai daerah dong saat debat,7
kira hanya ada salah satu channel saja tapi telah dengar banyak channel suara tampak itu ada channel ini menit,7
urut tidak ragu lagi mampu dan ikhlasanx hadap nkri,7
identitas lah santer,7
dulu golput insya telah rabowo misi akan lanjut program pimpin pimpin dahulu khusus bapa saya akan pilih gibran,7
gibran keren banget ngomongnya jelas lugas tegas muka santai banget gada dredegnya sini dia sorak lucu wkwk padahal muka polos,7
siyap sumbang ratus suwara,7
tutup mahfud mdmengingatkan kita thn adakan kartu indonesia pintarkartu sembako murahmenciptakan lapang kerja dll jgn mau iming sama merah org banyak imingada mau nyadan akan lupa dengan pernyataanya ketika sdh duduk bangku kuasa flash back rayu imingnya sangat manjur nyata dan amin prabu usaha negeri ini jgn kuasa oleh merah lagi,7
koq baca sampai visi misi,7
bukti kalo hanya omong burung beo pun bisa iwan fals,7
gibranku memang baik,7
pilih jadi cawapres jgan pilih apalagi njijii,7
kali ini payah saya bagai org finance denger aja itungan paslon bener kacau kota kyk anggar brp kali ikn saya hoples ngomong aja semua cawapres kali ini msh unggul paslon paslon susul,7
gibran cerdas memjawab tanya lgsung dengan solusi,7
slepet,11
kira cupu nyata suhu,7
girban,7
wayae nom enom anak muda bangkit seperti nakoda nelayan yng gak ada lagi nakoda tua semua nakoda anak muda fakta dan nyatah wassalamm mass gibran,2
show sgie cerdascermat dar kelas hibur miskin substansi,7
mantap pak wowo pas pilih wakil mas gibran ragu debat ini kembali mantap pilih,7
sudah jabat dalam perintah namun sampai hari ini masih tetap belum ada maju apa dalam berantas korupsi dan penyelewenganseharusnya dlm kurun thn tega hukum sudah selasa tapi nyata justru makin marakartinya mahmud cuma bisa retorika sajaseolah sudah laku semua dlm berantas korupsijadi cuma omong kosong taqiyah,7
palsu ukur ndunn,7
akan mula debat dikumandangkn lagu indonesia raya,7
muda yang remeh dgn kata bocil nyata lebih piawai dari dari yang ngaku profesional alias lebih tua,7
memang sangat cerdasdibanding profesor semakinbodoh,7
pak daya beli rakyat lemah skrg tlg tingkat dagang pasar rasa itu,7
miliyar tiap desa kui nang rakyat atak seng warek oknum etambah bunder halah kah,7
pun persiden kita kita,7
muka paslon nomor ketar tir,7
lihat mana yang hanya ngelantur omong kosong sama mana yang benar siap kerja nyata untuk rakyat,7
nya mas gibran,8
minkelihatan dari omong nggedabrus obral janjigiliran jadi lupa,7
ngakak slepet,11
presiden siapadan anda berapa sanakenapa gak bisa selesai,7
gib cengang,7
gak kurang orang cerdas,7
mau pilih telah lihat debat ini jadi alih atau,7
goyah sama capres dan cawapres urut karena banyak isu yang tidak enak setel nonton ini malah jadi yakin banget banget sama capres dan cawapres urut,7
udh pantas calon cawapresorang ini jauh dari toleran bagi bagai keyakinancenderung radikal agam golong garis keraspendukung sangat bahaya bagi satu nkri dan dan uud justru tentang jabat emban politikhukum dan aman seperti jauh api dari panggang adalah korban dari manusia ini,7
asem sayur tak nyambung,7
satu kota saja ngototapalagi rencana paket bangun kota tara apa beda dengan ikn bapak ngotot,7
ngomong masa lalu janji sudah pilih dar dulu gmn dll tentang masa dpan betul sya blum mantap siapa dpilih siapa aja pilih nnti semuga amanah dan tepat janji adil dan bantu rakyat utama terbilag rakyat kecil hanya utama bisnis,7
wapres lama ini peran apa bisa kasih putus gak,7
akan takut masuk negri apalagi peogram boikot dan negara kafir barat dan atur produk halal haram atas lisensi cap mui jika nanti menang oleh dan ataw sudah dapat pasti regulasi nya akan miring semuahanya manfaat untuk satu golong tapi rugi gol minoritasdan pasti ada diskriminasi regulasi macam regulasi ttg izin gerejaregulasi produk halalharamregulasi agama tertentuttg sempat beda,7
mau tipu sama para cukong,7
mau tipu dengan janji manis dulu juga gitu bapak,7
gibran kosong sombong,7
omnibus law kae sido sahkan tiwas diewangi demo,7
juga janji manis tahu zonk rakyat derita ngomong bisa saja rekam jejak yang penting,7
maju,7
awal saya sama pak prabowo moga beri percaya untuk pimpin bangsa indonesia aminn,7
best paslon,10
kadang kuping itu lebih pandai daripada otak,7
mahfud mohon koreksi kembali awal acara atas nilai sambutanya soal korupsi hrs berantas mohon lihat kembali partai usung bapak isi sambut sebut singkron,7
gibran lain tanya lain jawabanx,7
anis,7
mamud menang dapat pasti generasi muda tidak dapat bergerakkarna penuh hambat cipta tidak adilcontoh bagaimana ttg orang tokoh didik mumpuni kita kenal bpk hingga saat ini tahan tanpa bukti salah apapundimana adil amburadul padahal beliau orang pahlawan didik bagi santri mandiritapi demi kelompok muibeliau laku tidak adildan orang ini tidak pantas untuk calon wapres sangat bahaya bagi dan uud bisa saja ganti khilafah hukum jika orang ini jadi wapres,7
all,7
akusiapapun beliaoyang pilih moga beliao sungguh antara allah untuk indonesia tercintaamiiiin amin amindoa anak rantao,7
cara gibran bicara rapih bangetpadat dan jelas tepat waktu pula,7
tabarokalloh banyak komentar mantap paslon menanv putar agar tidak habis dana negara baik dana dipake sejahtera warga,7
ntb tetep tega lurus dukung,7
kali imin ngomong slepet,11
smga smakin maju ttp smangat para ibu jangan kita tinggal juang tekat kuwat,7
bisa percaya,7
liat komen komen banyak yang muji selalu caci maki sama dukung lain kenapa,7
gibran padahal gus imin jawab bukan tidak dukung akan tetapi lebih kepada prioritas tanggap bingung terus yah,7
dukung rohongnya dpt duit sogo brp ngaturr embelkemanusiaan tmpungen omahmu pak,7
sih etika sindir mulu lebih sopan dong,7
awal aga ragu sama gibran nyata debat ini dia lumayan oke dan cukup jelas gagas akan bawa,7
gibran sngat,7
hitung berapa kali gibran kedip mata,7
bimbang antara dan kalo pertama gak pernah ada niat,7
pak prabowo dan pak gibran insyaallah pilih rakyat indonesia mari kita dukung dan wujud semua itu demi indonrsia emas,7
saat yang muda berkipra dalam politik maju terus mas bravo,2
anix selalu hati,7
tdk langsung sprti nya akn basmi utama kantor trhdp harus jadi saya tadi pilih skg alam boleh lebih sedikit krn sungguh dlm cermin,7
caiyooooooo gibran,7
visi misi macam bapaknyanokoh semua cakap,7
bingung prabowo atau ganjar yacuma clon yng punya potensiklo clon yng bngtntr dwt negara beliin aibon smua,7
mencle omongane ora jelas dukung sekarang kok malah nyerang siapa gak konsisten,7
dukung pak dari awal walaupun sempat ragu sama gibran tapi telah debat nyata joss,7
banyak omong tpi cerdas dan gagasanya menyakinkan,7
yes yes yes,7
masih bingung jelas bukan paslon,7
kaya hilir sana sini nikel sana sini tapi kenapa banyak hutang,7
mas gibran oyee siipp,7
pertama dan utama adalah berantas korupsi sumber sakit negara,7
perlu gar bawah adalah anak haram konstitusi itu sama aja dengan tipu bangsa dukung arti senang tipu,7
kita butuh pimpin bsa jatuh lawan dengan cerdas landas benar cerdas pakai untuk indonesia lebih maju cerdas untuk wujud generasi emas bukan cerdas untuk raih untung sendiri pada,7
saya yakin hanya omong kosong doang,7
untuk debat ikut pak mohon untuk para undang debat mulut lakban dan tangan iket silah bawa lakban dan tali sendiri tutup mulut dan ikat tangan sendiri untuk cipta tertib dan tidak kampung,7
gibran menang,5
bisaka anak bangsa mejadi tuanrumah negru sendiri karna sektor tambang khusus malu utara weda bai orng pribumi hanya jadi peketja biasa semntara cina yng skilnya sama dngan kita tapi upa jau lebih besar dri orng pribumi,7
saat anak muda pimpin,2
detik masih bisa sisa simbol bnyak kerja bicara pastidisiplin tnggung jawabfokus dalam tuju nampak jika gibran pilih bnyak pasti dan tidak beri jalan bagi kemubajiran kelola negeri ini,7
aimin mau bangun kota level jakarta,7
lihat ini saya tambah yakin kalau cerdas sangat perlu buat pimpin negara ini kami keluarga dukung penuh,7
capres harus wajib milik sosial media yang bisa tampung keluh kesah warga dan harus punya tim yang tanggap semua,7
jangan beri tempat untuk pdip,7
sholiala syaidina bismillah insyaallah jadi,7
bagai rakyat dari dukung penuh dan mas bagai pimpin,7
makin yakin untuk kenang masa lalu jadi ajar dan fokus masa depan sama prabowogibran all paslon,7
solo sekarang maju joglo jembatan merah diri megah,7
bagai warga masyarakat dukung karna naik pajak sekarang ini pajak selalu ganggu,7
solo sekarang maju joglo jembatan merah diri megah,7
saja dengan diri masingmasing tim satu tim koruptor tidak tahu malu satu tim ambisius belaka yang belok etika satu tim alam yang punya integritas yang masuk akal sudah jelas,7
all prabowo gibrannnn,7
menang satu putar,3
gak ada yang bobot,7
yah nnti klo udh jadi jga pada lupa apa itu nama visi misi milih sopo wong tani tau open tidak sedikit para jabat didik dan besar dari keringat para tani dan jga sangat banyak hampir smua kalang orang indonesia makan nya juga hasil dari keringat tani,7
tuh butuh kerja dan hasil banyak omong kosong cuma bisa ceramah aja,7
debat cawapres nomor kek baca uang masuk pkk,7
muda all,2
debat cawapres nomor kek baca uang masuk pkk,7
debat cawapres nomor kek baca uang masuk pkk,7
aku padamuu mas pragib,7
gas,7
presidenya sama saja,7
dan terlalu baik tdk mau malu kalau mau malu maka akan nanya kait dan masalah dalam sistem ekonomi tanggung akan nang pada debat ikut coba tanya lebih spesifik masalah bangun hukum atau masalah ekonomi atau masalah jamin dia akan nggak bisa tidurbisa muntah dia,7
gibran jenuh banget lawan debatnyaasal ngomong aja walopun gak paham tanya,7
saya pilih krna mas bukan krna mas skrg fasih jelas dan pintar seperti,7
mas gibran orang crdas wakil generasi pemuda dari sabang smpai marauke,7
ikn hakikat simbol perata bangun nkri,7
aku pilih urut tpi sekrg kok yakin,7
bocor,7
aku pada muu,7
tonton dari awal sampai akhir akan liat mana yang plan muluk mana yang jelas juga yang tidak konsisten nyata dan action nya masih debat aja konsisten gimana ntar kalau mimpin saat negara masyarakat beri sempat untuk orang muda age pimpin hanya angka namun wawas dan bijaksana serta tidak kenal usia dan misi sangat jelas dan tidak muluk yang muda yang pimpin,7
yang siap dan banyak banget omong kosong nya logika aja emng itu bisa laksana cara rata seluruh lama periode apalagi program sampai program sedikit heran dengan kata kata manis mereka yang sanggup buat janji begitu banyak tapi nntik lepas tanggung jawab program nya juga gak fokus malah mencar mencar nntik ujung bingung mau kerja yang mana dulu buat yang punya hak pilih pandai pandai lah untuk pilih orang yang jadi pimpin untuk maju negara ini,7
anis adalah pimpin baik nanti,7
biasa gibran yang lain bicara pakai gibran main tanpa gibran main lapang bukan teoritis,8
yang komentar pasti dukung prabowogibran,7
gibran,8
gibran mantab cooooyyyy,7
klw nyimak buat depan yakin kan semua jua tentu,7
simak debat siapa pun pilih korupsisampai akar nya klw bisa beri hukum mati karena dgn demikian pasti mikir kali ingin ambil uang rakyatsemua buat motovasi salam santunmoga memelih baik,7
ini sama megawati duka denat rendah lawan debatinilah kurang orang pimpin bisa malu lawan debatsementara emang gibran itu bersih,7
pilih anak ntt,2
tetap pilih karna masih bersih dari perintah tdk lama inikalo karna memang pintar debat tapi apakah mampu pimpin negarakarna bukan infra struktur ajatapi manusia betul bisa lurus dan jujur itu susah,7
gibran muda dan cerdas,2
the best closing statcmen mas gibran best,10
mahfud sesuai dengan alam,7
cara teroritis semua baik moga siapa pilih nanti bisa realisasi gagas dan ide bawa ubah jadi lebih baik dan selalu usaha sejahtera rakyat kecil ini kompleks dan agam sekali aamiin rabbalalamiin,7
ini alhamdulillah milihnya prabowo gibran pak prabowo danas gib serang buzzer diih,7
sgie kok ucap dlm bhs gibran gak ngerti bhs inggris,7
banget panjang debat tidak pernah pakai teks,7
dari calon semua nya ide dan gagas nya bagus,7
yang parah bapa samsul dulu janji mau ngasih emas malah ngasi batu krikil,7
jari prabowogibran,7
pilih untuk nttq dari ntt,7
boleh mas gibran cerdas ini,8
dari salam aja udah tau toleransi kuat siapa,7
slepet digital gen anti korupsi,11
ada kata mas,7
nya jatuh gara angin nya nyenggol,7
bangun rata yang bagus itu adalah kembang kota yang sudah ada bukan buat kota yang baru yang belum ada hun pindah ibu kota negara lain itu pun pindah kota yang sudah ada bukan buat kota baru yang belum ada penhuninya tambah lagi kalo hanya buat simbol yang bisa bangga kita sudah punya yaitu burung garuda dan bendera merah putih tambah waris budaya para leluhur itu adalah simbol negara yang bisa bangga,7
tdk duli soal capres wapres iseng ikut debat ini narasi sangat bagus sini baru tau balik tampil sederhanamasih muda pemikiranannya sangat bagus,7
yes gibran keren abizzz,7
imin kamu tolak jalan tol karena omong sendiri kamu haram lewat jalan tol awas kamu lewat jalan tol maut tunggu muhaimin,7
imin kamu tolak jalan tol karena omong sendiri kamu haram lewat jalan tol awas kamu lewat jalan tol maut tunggu muhaimin,7
nya,7
gibran adalah salah satu contoh anak kelas yang sering anggap tidur saat guru jelas saat tanya semua tanya bisa jawab,13
debat ini kokoh hati untuk pilih gibran,7
gara sgie,7
program sertifikasi guru les dong terus kasih tunjang apalagi ngelesin kampung kaya saya cuma guru pns sejahtera,7
kaya siapa bapak ttp aja jepit,7
kelas luar nalar yakin all menang putar,3
salut dengan mas gibran anak muda yang punya tegas dan jawab nya selalu tepat lihat mas gibran lebih baik dari dua calon cawapres yang lebih tua tapi jawab nya suka tele tele,2
slepet muncul bulan pergi telah pilpres nanti punya bahasa akan kembali dan gak jadi,11
banget gue sama gibran,7
gadang anies dan gibran mana hayoo,7
bagaimana negara asing mau ber investasi banyak sekali para musafir minta jatah rakyat sok anti negara asing,7
nggk ada sesuai kriteria,7
weh gibran sama kayak bapakne cerdas mas sampean,7
gibran,8
penting kita selalu ikut pandanganpandangan calon pimpin kita,7
salut gibran dua walupun lawan debat kata tetep tdk luput hormat sbg orang tua,7
sini sudut pandang orng beda beda tapi liat mas gibran ngomong langsung poin poin nya tanpa sana kesini,7
visi misi nomer tidak bobot ngawur janji bohong,4
ngajarin rakyat antem,7
nomer visi misi nya banyak ibu hamil tambah janji palsu,4
blunder pilih cak imin,7
itu simple pake bnyak urusanga ribet pusing suka jgn pilih simple kaaaan kita org biasa sibuk debat gara gara cawapres sampe lyk mau brantem astagfirullah,7
bos bos kami masyarakat tolong gaji kami dinakin dan tolong awas sesuai bijak anda anda jangan sampe masih ada gaji bawah juta rupiahtrus sama klo bisa rumah sakit gratis gak pake bpis udah punya ktp aja pak pak pak,7
paslon nomer sudah buat anak muda indonesia kecewa,4
keren closing gibran tanpa teks,7
indonesia gtu loh presidenya siapa malah taroh anak jdi wakil,7
ini utk capres saya pilih utk cawapres saya pilih gmn,7
semua gagas hanya gibran bobot,7
bisa jawab,7
bpk prabowo mas gibran yes,8
tidak milik gelar seperti yang lain namun kulitas pikir untuk tuju emas sangat luar biasa mudah buka paham masyarakat bisa dukung dan untuk mewujudkanya,7
anies menang putar,3
hati tetap pak prabowo dan pak gibran jadi pimpin indonesia,8
